index,word,start,end,start_time,end_time,confidence,cue
252,barriers,90.52,90.94,00:01:30.520,00:01:30.940,0.9823,20
253,expose,90.94,91.34,00:01:30.940,00:01:31.340,0.986,20
254,catalysts,91.34,91.88,00:01:31.340,00:01:31.880,0.9907,20
255,that,91.88,92.04,00:01:31.880,00:01:32.040,0.9971,20
256,will,92.04,92.16,00:01:32.040,00:01:32.160,0.9932,20
257,fail,92.16,92.38,00:01:32.160,00:01:32.380,0.994,20
258,or,92.38,92.6,00:01:32.380,00:01:32.600,0.9912,20
259,poison,92.6,92.82,00:01:32.600,00:01:32.820,0.9904,20
260,themselves,92.82,93.22,00:01:32.820,00:01:33.220,0.997,20
261,with,93.22,93.5,00:01:33.220,00:01:33.500,0.999,20
262,fluoride,93.5,93.84,00:01:33.500,00:01:33.840,0.9125,20
263,Machine-checked,94.458,95.0,00:01:34.458,00:01:35.000,,21
264,boundaries,95.0,95.44,00:01:35.000,00:01:35.440,0.9948,21
265,also,95.44,95.78,00:01:35.440,00:01:35.780,0.9963,21
266,flag,95.78,96.04,00:01:35.780,00:01:36.040,,21
267,predictions,96.04,96.42,00:01:36.040,00:01:36.420,0.8841,21
268,the,96.42,96.7,00:01:36.420,00:01:36.700,0.9723,21
269,data,96.7,96.88,00:01:36.700,00:01:36.880,0.9988,21
270,cannot,96.88,97.16,00:01:36.880,00:01:37.160,0.9651,21
271,support,97.16,97.52,00:01:37.160,00:01:37.520,0.9982,21
272,before,97.52,98.0,00:01:37.520,00:01:38.000,0.7712,21
273,anybody,98.0,98.3,00:01:38.000,00:01:38.300,0.9675,21
274,builds,98.3,98.62,00:01:38.300,00:01:38.620,0.995,21
275,a,98.62,98.78,00:01:38.620,00:01:38.780,0.9981,21
276,costly,98.78,99.08,00:01:38.780,00:01:39.080,0.9988,21
277,experiment,99.08,99.48,00:01:39.080,00:01:39.480,0.9987,21
278,around,99.48,99.8,00:01:39.480,00:01:39.800,0.9972,21
279,them,99.8,100.1,00:01:39.800,00:01:40.100,0.9993,21
280,One,100.62,100.84,00:01:40.620,00:01:40.840,0.99,22
281,campaign,100.84,101.22,00:01:40.840,00:01:41.220,0.9951,22
282,puts,101.22,101.46,00:01:41.220,00:01:41.460,0.9234,22
283,scarce,101.46,101.76,00:01:41.460,00:01:41.760,0.9955,22
284,atoms,101.76,102.02,00:01:41.760,00:01:42.020,0.9932,22
285,back,102.02,102.3,00:01:42.020,00:01:42.300,0.9989,22
286,into,102.3,102.52,00:01:42.300,00:01:42.520,0.9944,22
287,circulation,102.52,102.96,00:01:42.520,00:01:42.960,0.9991,22
288,The,103.74,103.88,00:01:43.740,00:01:43.880,0.9964,23
289,other,103.88,104.04,00:01:43.880,00:01:44.040,0.9992,23
290,takes,104.04,104.32,00:01:44.040,00:01:44.320,0.993,23
291,harmful,104.32,104.66,00:01:44.320,00:01:44.660,0.9921,23
292,ones,104.66,104.92,00:01:44.660,00:01:44.920,0.9955,23
293,out,104.92,105.14,00:01:44.920,00:01:45.140,0.9992,23
294,Both,105.76,105.94,00:01:45.760,00:01:45.940,0.9956,24
295,move,105.94,106.18,00:01:45.940,00:01:46.180,0.9972,24
296,faster,106.18,106.52,00:01:46.180,00:01:46.520,0.9993,24
297,when,106.52,106.74,00:01:46.520,00:01:46.740,0.9958,24
298,we,106.74,106.86,00:01:46.740,00:01:46.860,0.9938,24
299,correct,106.86,107.08,00:01:46.860,00:01:47.080,0.9931,24
300,the,107.08,107.28,00:01:47.080,00:01:47.280,0.9977,24
301,same,107.28,107.46,00:01:47.280,00:01:47.460,0.9979,24
302,hidden,107.46,107.68,00:01:47.460,00:01:47.680,0.9983,24
303,error,107.68,107.92,00:01:47.680,00:01:47.920,0.9694,24
304,in,107.92,108.14,00:01:47.920,00:01:48.140,0.9984,24
305,the,108.14,108.24,00:01:48.140,00:01:48.240,0.9974,24
306,models,108.24,108.54,00:01:48.240,00:01:48.540,0.989,24
307,Recover,109.34,109.48,00:01:49.340,00:01:49.480,0.8452,25
308,what,109.48,109.74,00:01:49.480,00:01:49.740,0.9966,25
309,we,109.74,109.88,00:01:49.740,00:01:49.880,0.9994,25
310,need,109.88,110.12,00:01:49.880,00:01:50.120,0.9996,25
311,Destroy,111.04,111.04,00:01:51.040,00:01:51.040,0.9919,26
312,what,111.04,111.26,00:01:51.040,00:01:51.260,0.9989,26
313,we,111.26,111.38,00:01:51.260,00:01:51.380,0.9995,26
314,don’t,111.38,111.7,00:01:51.380,00:01:51.700,0.9918,26
315,Read,111.7,112.44,00:01:51.700,00:01:52.440,0.9221,27
316,the,112.44,112.58,00:01:52.440,00:01:52.580,0.9666,27
317,full,112.58,112.82,00:01:52.580,00:01:52.820,,27
318,case,112.82,113.06,00:01:52.820,00:01:53.060,,27
319,at,113.06,113.16,00:01:53.060,00:01:53.160,0.4853,27
320,Lupine,113.16,113.46,00:01:53.160,00:01:53.460,,27
321,Science,113.46,113.7,00:01:53.460,00:01:53.700,0.8686,27
