index,word,start,end,start_time,end_time,confidence,cue
31,every,9.12,9.42,00:00:09.120,00:00:09.420,0.9921,2
32,year,9.42,9.68,00:00:09.420,00:00:09.680,0.9995,2
33,So,10.38,10.54,00:00:10.380,00:00:10.540,0.9802,3
34,what,10.72,10.88,00:00:10.720,00:00:10.880,0.9886,3
35,are,10.88,11.0,00:00:10.880,00:00:11.000,0.9955,3
36,they,11.0,11.2,00:00:11.000,00:00:11.200,0.9991,3
37,First,11.78,12.04,00:00:11.780,00:00:12.040,0.925,4
38,cobalt-free,12.04,12.84,00:00:12.040,00:00:12.840,,4
39,cathodes,12.84,13.24,00:00:12.840,00:00:13.240,0.987,4
40,that,13.24,13.5,00:00:13.240,00:00:13.500,0.9963,4
41,push,13.5,13.66,00:00:13.500,00:00:13.660,0.9935,4
42,past,13.66,13.92,00:00:13.660,00:00:13.920,0.9904,4
43,a,13.92,14.06,00:00:13.920,00:00:14.060,0.5873,4
44,thousand,14.06,14.3,00:00:14.060,00:00:14.300,0.9788,4
45,charge,14.3,14.6,00:00:14.300,00:00:14.600,0.9478,4
46,cycles,14.6,15.0,00:00:14.600,00:00:15.000,0.9978,4
47,without,15.0,15.28,00:00:15.000,00:00:15.280,0.9968,4
48,voltage,15.28,15.62,00:00:15.280,00:00:15.620,0.9975,4
49,fade,15.62,15.9,00:00:15.620,00:00:15.900,0.9688,4
50,Second,16.64,16.84,00:00:16.640,00:00:16.840,0.9961,5
51,solid,17.14,17.36,00:00:17.140,00:00:17.360,0.9961,5
52,electrolytes,17.36,17.94,00:00:17.360,00:00:17.940,0.9975,5
53,made,17.94,18.12,00:00:17.940,00:00:18.120,0.9965,5
54,from,18.12,18.3,00:00:18.120,00:00:18.300,0.9979,5
55,abundant,18.3,18.58,00:00:18.300,00:00:18.580,0.9991,5
56,elements,18.58,19.06,00:00:18.580,00:00:19.060,0.9992,5
57,so,19.3,19.46,00:00:19.300,00:00:19.460,0.993,5
58,lithium-metal,19.46,20.0,00:00:19.460,00:00:20.000,,5
59,batteries,20.0,20.3,00:00:20.000,00:00:20.300,0.9935,5
60,can,20.3,20.54,00:00:20.300,00:00:20.540,0.9933,5
61,pass,20.54,20.76,00:00:20.540,00:00:20.760,0.9954,5
62,four,20.76,20.98,00:00:20.760,00:00:20.980,,5
63,hundred,20.98,21.2,00:00:20.980,00:00:21.200,,5
64,watt-hours,21.2,21.42,00:00:21.200,00:00:21.420,,5
65,per,21.42,21.88,00:00:21.420,00:00:21.880,0.3158,5
66,kilogram,21.88,22.2,00:00:21.880,00:00:22.200,,5
67,without,22.2,22.54,00:00:22.200,00:00:22.540,0.9939,5
68,flammable,22.54,22.94,00:00:22.540,00:00:22.940,0.9982,5
69,liquid,22.94,23.22,00:00:22.940,00:00:23.220,0.9964,5
70,or,23.22,23.44,00:00:23.220,00:00:23.440,0.9932,5
71,critical-material,23.44,24.1,00:00:23.440,00:00:24.100,,5
72,pricing,24.1,24.4,00:00:24.100,00:00:24.400,0.9914,5
73,Third,25.08,25.38,00:00:25.080,00:00:25.380,0.9808,6
74,metal-organic,25.38,26.2,00:00:25.380,00:00:26.200,,6
75,frameworks,26.2,26.6,00:00:26.200,00:00:26.600,0.9882,6
76,for,26.6,26.88,00:00:26.600,00:00:26.880,0.999,6
77,direct,26.88,27.12,00:00:26.880,00:00:27.120,0.9982,6
78,air,27.12,27.34,00:00:27.120,00:00:27.340,0.9957,6
79,capture,27.34,27.64,00:00:27.340,00:00:27.640,0.9698,6
80,They,28.16,28.417,00:00:28.160,00:00:28.417,0.2569,7
81,need,28.417,28.583,00:00:28.417,00:00:28.583,0.9898,7
82,to,28.583,28.712,00:00:28.583,00:00:28.712,0.9983,7
83,grab,28.712,28.895,00:00:28.712,00:00:28.895,0.9882,7
84,carbon,28.895,29.171,00:00:28.895,00:00:29.171,0.9456,7
85,dioxide,29.171,29.557,00:00:29.171,00:00:29.557,0.9939,7
86,at,29.557,29.815,00:00:29.557,00:00:29.815,0.9839,7
87,just,29.815,29.98,00:00:29.815,00:00:29.980,0.9867,7
88,four,29.98,30.249,00:00:29.980,00:00:30.249,,7
89,hundred,30.249,30.517,00:00:30.249,00:00:30.517,,7
90,parts,30.517,30.785,00:00:30.517,00:00:30.785,,7
91,per,30.785,31.054,00:00:30.785,00:00:31.054,,7
92,million,31.054,31.322,00:00:31.054,00:00:31.322,,7
93,ignore,31.322,31.524,00:00:31.322,00:00:31.524,0.9965,7
94,all,31.524,31.763,00:00:31.524,00:00:31.763,0.9937,7
95,that,31.763,31.91,00:00:31.763,00:00:31.910,0.9774,7
96,competing,31.91,32.15,00:00:31.910,00:00:32.150,0.8577,7
97,water,32.15,32.48,00:00:32.150,00:00:32.480,0.9967,7
98,survive,32.701,32.958,00:00:32.701,00:00:32.958,0.9964,7
99,humidity,32.958,33.289,00:00:32.958,00:00:33.289,0.9897,7
100,and,33.584,33.675,00:00:33.584,00:00:33.675,0.9964,7
101,stay,33.675,33.878,00:00:33.675,00:00:33.878,0.9962,7
102,cheap,33.878,34.043,00:00:33.878,00:00:34.043,0.9956,7
103,enough,34.043,34.227,00:00:34.043,00:00:34.227,0.9994,7
104,to,34.227,34.392,00:00:34.227,00:00:34.392,0.9987,7
105,manufacture,34.392,34.76,00:00:34.392,00:00:34.760,0.9892,7
106,by,34.76,35.018,00:00:34.760,00:00:35.018,0.9913,7
107,the,35.018,35.128,00:00:35.018,00:00:35.128,0.976,7
108,tonne,35.128,35.9,00:00:35.128,00:00:35.900,,7
109,Fourth,36.58,36.8,00:00:36.580,00:00:36.800,0.7617,8
110,an,37.08,37.14,00:00:37.080,00:00:37.140,0.9823,8
111,ammonia,37.14,37.4,00:00:37.140,00:00:37.400,0.9979,8
112,catalyst,37.4,37.84,00:00:37.400,00:00:37.840,0.9943,8
113,that,37.84,38.08,00:00:37.840,00:00:38.080,0.993,8
114,works,38.08,38.28,00:00:38.080,00:00:38.280,0.9951,8
115,near,38.28,38.52,00:00:38.280,00:00:38.520,0.9966,8
116,room,38.52,38.74,00:00:38.520,00:00:38.740,0.6813,8
117,conditions,38.74,39.22,00:00:38.740,00:00:39.220,0.9957,8
118,instead,39.22,39.52,00:00:39.220,00:00:39.520,0.9324,8
119,of,39.52,39.68,00:00:39.520,00:00:39.680,0.996,8
120,inside,39.68,39.98,00:00:39.680,00:00:39.980,0.9989,8
121,the,39.98,40.14,00:00:39.980,00:00:40.140,0.9915,8
122,energy-hungry,40.14,40.67,00:00:40.140,00:00:40.670,,8
123,Haber-Bosch,40.67,41.2,00:00:40.670,00:00:41.200,,8
124,process,41.2,41.54,00:00:41.200,00:00:41.540,0.9414,8
125,And,42.24,42.4,00:00:42.240,00:00:42.400,0.9537,9
126,fifth,42.4,42.58,00:00:42.400,00:00:42.580,0.9833,9
127,a,42.9,42.96,00:00:42.900,00:00:42.960,0.9886,9
128,lead-free,42.96,43.32,00:00:42.960,00:00:43.320,,9
129,perovskite,43.32,43.84,00:00:43.320,00:00:43.840,0.9311,9
130,solar,43.84,44.14,00:00:43.840,00:00:44.140,0.9416,9
131,absorber,44.14,44.6,00:00:44.140,00:00:44.600,0.9965,9
132,that,44.6,44.78,00:00:44.600,00:00:44.780,0.9904,9
133,can,44.78,44.94,00:00:44.780,00:00:44.940,0.9994,9
134,clear,44.94,45.16,00:00:44.940,00:00:45.160,0.9962,9
135,twenty,45.16,45.44,00:00:45.160,00:00:45.440,,9
136,percent,45.44,45.72,00:00:45.440,00:00:45.720,,9
137,efficiency,45.72,46.1,00:00:45.720,00:00:46.100,0.9963,9
138,and,46.1,46.42,00:00:46.100,00:00:46.420,0.9938,9
139,last,46.42,46.6,00:00:46.420,00:00:46.600,0.8641,9
140,twenty-five,46.6,47.04,00:00:46.600,00:00:47.040,,9
141,years,47.04,47.3,00:00:47.040,00:00:47.300,0.9964,9
142,without,47.3,47.62,00:00:47.300,00:00:47.620,0.9927,9
143,tin,47.62,47.84,00:00:47.620,00:00:47.840,0.9642,9
144,oxidizing,47.84,48.36,00:00:47.840,00:00:48.360,0.9529,9
145,in,48.36,48.54,00:00:48.360,00:00:48.540,0.9962,9
146,minutes,48.54,48.86,00:00:48.540,00:00:48.860,0.9991,9
147,Different,49.54,49.78,00:00:49.540,00:00:49.780,0.9967,10
148,industries,49.78,50.22,00:00:49.780,00:00:50.220,0.9876,10
149,one,50.66,50.74,00:00:50.660,00:00:50.740,0.9738,10
150,shared,50.74,51.0,00:00:50.740,00:00:51.000,0.9838,10
151,failure,51.0,51.42,00:00:51.000,00:00:51.420,0.9984,10
152,Performance,52.1,52.4,00:00:52.100,00:00:52.400,0.9871,11
153,depends,52.4,52.76,00:00:52.400,00:00:52.760,0.9985,11
154,on,52.76,53.0,00:00:52.760,00:00:53.000,0.9989,11
155,defects,53.0,53.36,00:00:53.000,00:00:53.360,0.9982,11
156,surfaces,53.68,53.96,00:00:53.680,00:00:53.960,0.9989,11
157,and,54.34,54.48,00:00:54.340,00:00:54.480,0.9987,11
158,atomic,54.48,54.8,00:00:54.480,00:00:54.800,0.999,11
159,transition,54.8,55.2,00:00:54.800,00:00:55.200,0.982,11
160,states,55.2,55.52,00:00:55.200,00:00:55.520,0.9969,11
161,where,55.52,55.76,00:00:55.520,00:00:55.760,0.9834,11
162,atoms,55.76,56.02,00:00:55.760,00:00:56.020,0.9997,11
163,have,56.02,56.26,00:00:56.020,00:00:56.260,0.9981,11
164,fewer,56.26,56.48,00:00:56.260,00:00:56.480,0.9996,11
165,neighbors,56.48,56.76,00:00:56.480,00:00:56.760,0.9123,11
166,That,57.4,57.68,00:00:57.400,00:00:57.680,0.3564,12
167,is,57.68,57.82,00:00:57.680,00:00:57.820,0.9758,12
168,exactly,57.82,58.14,00:00:57.820,00:00:58.140,0.989,12
169,where,58.14,58.44,00:00:58.140,00:00:58.440,0.9719,12
170,fast,58.44,58.66,00:00:58.440,00:00:58.660,0.9338,12
171,universal,58.66,59.08,00:00:58.660,00:00:59.080,0.9523,12
172,models,59.08,59.42,00:00:59.080,00:00:59.420,0.9904,12
173,soften,59.42,59.74,00:00:59.420,00:00:59.740,0.9835,12
174,the,59.74,59.94,00:00:59.740,00:00:59.940,0.9942,12
175,energy,59.94,60.2,00:00:59.940,00:01:00.200,0.9988,12
176,landscape,60.2,60.66,00:01:00.200,00:01:00.660,0.9981,12
177,and,60.66,60.88,00:01:00.660,00:01:00.880,0.9874,12
178,get,60.88,61.0,00:01:00.880,00:01:01.000,0.9977,12
179,the,61.0,61.12,00:01:01.000,00:01:01.120,0.9969,12
180,ranking,61.12,61.3,00:01:01.120,00:01:01.300,0.992,12
181,wrong,61.3,61.66,00:01:01.300,00:01:01.660,0.9953,12
182,Brute-force,62.38,63.217,00:01:02.380,00:01:03.217,,13
183,quantum,63.217,63.513,00:01:03.217,00:01:03.513,0.9851,13
184,calculations,63.513,64.037,00:01:03.513,00:01:04.037,0.9931,13
185,can,64.037,64.246,00:01:04.037,00:01:04.246,0.9973,13
186,recover,64.246,64.49,00:01:04.246,00:01:04.490,0.9981,13
187,the,64.49,64.612,00:01:04.490,00:01:04.612,0.9985,13
188,answer,64.612,64.856,00:01:04.612,00:01:04.856,0.9981,13
189,but,65.065,65.17,00:01:05.065,00:01:05.170,0.9944,13
190,they,65.17,65.275,00:01:05.170,00:01:05.275,0.9904,13
191,are,65.275,65.379,00:01:05.275,00:01:05.379,0.9914,13
192,far,65.379,65.519,00:01:05.379,00:01:05.519,0.9787,13
193,too,65.519,65.711,00:01:05.519,00:01:05.711,0.978,13
194,slow,65.711,65.937,00:01:05.711,00:01:05.937,0.9966,13
195,for,65.937,66.094,00:01:05.937,00:01:06.094,0.9959,13
196,millions,66.094,66.321,00:01:06.094,00:01:06.321,0.9963,13
197,or,66.321,66.565,00:01:06.321,00:01:06.565,0.9766,13
198,trillions,66.565,66.792,00:01:06.565,00:01:06.792,0.9964,13
199,of,66.792,66.966,00:01:06.792,00:01:06.966,0.9993,13
200,candidates,66.966,67.28,00:01:06.966,00:01:07.280,0.9958,13
201,A,68.06,68.116,00:01:08.060,00:01:08.116,0.9818,14
202,one-hundred-milli-electronvolt,68.116,69.322,00:01:08.116,00:01:09.322,,14
203,error,69.322,69.548,00:01:09.322,00:01:09.548,0.9878,14
204,can,69.548,69.774,00:01:09.548,00:01:09.774,0.9953,14
205,change,69.774,69.981,00:01:09.774,00:01:09.981,0.9983,14
206,a,69.981,70.112,00:01:09.981,00:01:10.112,0.9503,14
207,predicted,70.112,70.338,00:01:10.112,00:01:10.338,0.9951,14
208,hopping,70.338,70.659,00:01:10.338,00:01:10.659,0.9079,14
209,rate,70.659,70.903,00:01:10.659,00:01:10.903,0.9689,14
210,fifty-fold,70.903,71.6,00:01:10.903,00:01:11.600,,14
211,Lupine,72.46,73.126,00:01:12.460,00:01:13.126,,15
212,measures,73.126,73.36,00:01:13.126,00:01:13.360,0.9964,15
213,that,73.36,73.558,00:01:13.360,00:01:13.558,0.9946,15
214,systematic,73.558,73.846,00:01:13.558,00:01:13.846,0.9107,15
215,error,73.846,74.188,00:01:13.846,00:01:14.188,0.996,15
216,as,74.188,74.386,00:01:14.188,00:01:14.386,0.9883,15
217,a,74.386,74.476,00:01:14.386,00:01:14.476,0.994,15
218,physical,74.476,74.692,00:01:14.476,00:01:14.692,0.9977,15
219,field,74.692,75.016,00:01:14.692,00:01:15.016,0.9992,15
220,corrects,75.178,75.538,00:01:15.178,00:01:15.538,0.9926,15
221,it,75.538,75.61,00:01:15.538,00:01:15.610,0.9965,15
222,while,75.61,75.736,00:01:15.610,00:01:15.736,0.9906,15
223,the,75.736,75.88,00:01:15.736,00:01:15.880,0.9976,15
224,model,75.88,76.024,00:01:15.880,00:01:16.024,0.9977,15
225,runs,76.024,76.276,00:01:16.024,00:01:16.276,0.9961,15
226,and,76.528,76.654,00:01:16.528,00:01:16.654,0.9972,15
227,checks,76.654,76.834,00:01:16.654,00:01:16.834,0.9953,15
228,the,76.834,76.978,00:01:16.834,00:01:16.978,0.9964,15
229,result,76.978,77.194,00:01:16.978,00:01:17.194,0.9883,15
230,with,77.194,77.356,00:01:17.194,00:01:17.356,0.9975,15
231,machine-verified,77.356,77.896,00:01:17.356,00:01:17.896,,15
232,proofs,77.896,78.22,00:01:17.896,00:01:18.220,0.9917,15
233,Good,78.98,79.1,00:01:18.980,00:01:19.100,0.9932,16
234,candidates,79.1,79.5,00:01:19.100,00:01:19.500,0.9965,16
235,move,79.5,79.72,00:01:19.500,00:01:19.720,0.997,16
236,up,79.72,79.98,00:01:19.720,00:01:19.980,0.9986,16
237,Bad,80.62,80.74,00:01:20.620,00:01:20.740,0.9804,17
238,ones,80.74,81.02,00:01:20.740,00:01:21.020,0.9959,17
239,fall,81.02,81.22,00:01:21.020,00:01:21.220,0.9871,17
240,away,81.22,81.52,00:01:21.220,00:01:21.520,0.9988,17
241,And,82.14,82.26,00:01:22.140,00:01:22.260,0.9752,18
242,when,82.26,82.4,00:01:22.260,00:01:22.400,0.9913,18
243,a,82.4,82.5,00:01:22.400,00:01:22.500,0.9862,18
244,prediction,82.5,82.74,00:01:22.500,00:01:22.740,0.9984,18
245,leaves,82.74,83.08,00:01:22.740,00:01:23.080,0.9932,18
246,the,83.08,83.28,00:01:23.080,00:01:23.280,0.995,18
247,field’s,83.28,83.56,00:01:23.280,00:01:23.560,0.9366,18
248,measured,83.56,83.82,00:01:23.560,00:01:23.820,0.9805,18
249,domain,83.82,84.12,00:01:23.820,00:01:24.120,0.9995,18
250,the,84.36,84.5,00:01:24.360,00:01:24.500,0.9974,18
251,system,84.5,84.76,00:01:24.500,00:01:24.760,0.9985,18
252,can,84.76,84.96,00:01:24.760,00:01:24.960,0.9982,18
253,refuse,84.96,85.2,00:01:24.960,00:01:25.200,0.9944,18
254,to,85.2,85.44,00:01:25.200,00:01:25.440,0.9996,18
255,pretend,85.44,85.7,00:01:25.440,00:01:25.700,0.9948,18
256,Five,86.34,86.64,00:01:26.340,00:01:26.640,0.0915,19
257,materials,86.64,87.1,00:01:26.640,00:01:27.100,0.9742,19
258,one,87.52,87.62,00:01:27.520,00:01:27.620,0.9861,19
259,correction,87.62,88.0,00:01:27.620,00:01:28.000,0.9594,19
260,layer,88.0,88.28,00:01:28.000,00:01:28.280,0.9995,19
261,and,88.52,88.64,00:01:28.520,00:01:28.640,0.9958,19
262,a,88.64,88.74,00:01:28.640,00:01:28.740,0.9958,19
263,path,88.74,88.9,00:01:28.740,00:01:28.900,0.9981,19
264,from,88.9,89.14,00:01:28.900,00:01:29.140,0.9986,19
265,plausible,89.14,89.46,00:01:29.140,00:01:29.460,0.9417,19
266,crystals,89.46,89.8,00:01:29.460,00:01:29.800,0.9947,19
267,to,89.8,90.06,00:01:29.800,00:01:30.060,0.9956,19
268,climate,90.06,90.3,00:01:30.060,00:01:30.300,0.9794,19
269,hardware,90.3,90.72,00:01:30.300,00:01:30.720,0.992,19
270,that,90.72,90.94,00:01:30.720,00:01:30.940,0.9921,19
271,can,90.94,91.08,00:01:30.940,00:01:31.080,0.9958,19
272,actually,91.08,91.4,00:01:31.080,00:01:31.400,0.9934,19
273,scale,91.4,91.72,00:01:31.400,00:01:31.720,0.9995,19
