index,word,start,end,start_time,end_time,confidence,cue
43,two,13.1,13.296,00:00:13.100,00:00:13.296,0.9834,6
44,point,13.296,13.624,00:00:13.296,00:00:13.624,0.9834,6
45,two,13.624,13.82,00:00:13.624,00:00:13.820,0.9834,6
46,million,13.82,14.02,00:00:13.820,00:00:14.020,0.9501,6
47,crystal,14.02,14.42,00:00:14.020,00:00:14.420,0.9705,6
48,predictions,14.42,14.94,00:00:14.420,00:00:14.940,0.998,6
49,Three,15.74,15.932,00:00:15.740,00:00:15.932,0.9502,7
50,hundred,15.932,16.202,00:00:15.932,00:00:16.202,0.9502,7
51,eighty,16.202,16.432,00:00:16.202,00:00:16.432,0.9502,7
52,thousand,16.432,16.74,00:00:16.432,00:00:16.740,0.9502,7
53,looked,16.74,16.94,00:00:16.740,00:00:16.940,0.6954,7
54,stable,16.94,17.36,00:00:16.940,00:00:17.360,0.998,7
55,By,18.0,18.14,00:00:18.000,00:00:18.140,0.9956,8
56,late,18.14,18.34,00:00:18.140,00:00:18.340,0.998,8
57,2023,18.34,19.18,00:00:18.340,00:00:19.180,0.9886,8
58,only,19.46,19.6,00:00:19.460,00:00:19.600,0.9955,8
59,seven,19.6,19.805,00:00:19.600,00:00:19.805,0.996,8
60,hundred,19.805,20.091,00:00:19.805,00:00:20.091,0.996,8
61,thirty-six,20.091,20.46,00:00:20.091,00:00:20.460,0.996,8
62,had,20.46,20.84,00:00:20.460,00:00:20.840,0.9868,8
63,been,20.84,20.98,00:00:20.840,00:00:20.980,0.9993,8
64,independently,20.98,21.48,00:00:20.980,00:00:21.480,0.9978,8
65,synthesized,21.48,22.2,00:00:21.480,00:00:22.200,0.9783,8
66,So,22.74,23.0,00:00:22.740,00:00:23.000,0.9918,9
67,yeah,23.12,23.3,00:00:23.120,00:00:23.300,0.9749,9
68,we,23.48,23.62,00:00:23.480,00:00:23.620,0.9978,9
69,do,23.62,23.72,00:00:23.620,00:00:23.720,0.9912,9
70,not,23.72,23.88,00:00:23.720,00:00:23.880,0.9974,9
71,have,23.88,24.04,00:00:23.880,00:00:24.040,0.9987,9
72,a,24.04,24.14,00:00:24.040,00:00:24.140,0.9972,9
73,prediction,24.14,24.38,00:00:24.140,00:00:24.380,0.9988,9
74,shortage,24.38,24.78,00:00:24.380,00:00:24.780,0.999,9
75,We,25.4,25.66,00:00:25.400,00:00:25.660,0.9969,10
76,have,25.66,25.8,00:00:25.660,00:00:25.800,0.9988,10
77,a,25.8,25.92,00:00:25.800,00:00:25.920,0.9985,10
78,trust,25.92,26.12,00:00:25.920,00:00:26.120,0.9845,10
79,problem,26.12,26.52,00:00:26.120,00:00:26.520,0.9994,10
80,A,27.1,27.28,00:00:27.100,00:00:27.280,0.9942,11
81,candidate,27.28,27.52,00:00:27.280,00:00:27.520,0.9992,11
82,has,27.52,27.8,00:00:27.520,00:00:27.800,0.9982,11
83,to,27.8,27.94,00:00:27.800,00:00:27.940,0.9978,11
84,survive,27.94,28.24,00:00:27.940,00:00:28.240,0.9988,11
85,synthesis,28.24,28.64,00:00:28.240,00:00:28.640,0.9878,11
86,coating,28.64,29.18,00:00:28.640,00:00:29.180,0.1588,11
87,cell,29.46,29.68,00:00:29.460,00:00:29.680,0.9226,11
88,fabrication,29.68,30.18,00:00:29.680,00:00:30.180,0.9971,11
89,live,30.54,30.68,00:00:30.540,00:00:30.680,0.8431,11
90,testing,30.68,31.04,00:00:30.680,00:00:31.040,0.7129,11
91,module,31.32,31.52,00:00:31.320,00:00:31.520,0.9692,11
92,integration,31.52,32.0,00:00:31.520,00:00:32.000,0.9974,11
93,and,32.36,32.5,00:00:32.360,00:00:32.500,0.9912,11
94,manufacturing,32.5,33.0,00:00:32.500,00:00:33.000,0.9974,11
95,scale-up,33.0,33.5,00:00:33.000,00:00:33.500,0.8458,11
96,No,34.1,34.26,00:00:34.100,00:00:34.260,0.9829,12
97,single,34.26,34.58,00:00:34.260,00:00:34.580,0.9968,12
98,lab,34.58,34.82,00:00:34.580,00:00:34.820,0.9957,12
99,owns,34.82,35.04,00:00:34.820,00:00:35.040,0.9944,12
100,that,35.04,35.24,00:00:35.040,00:00:35.240,0.9889,12
101,entire,35.24,35.54,00:00:35.240,00:00:35.540,0.9974,12
102,chain,35.54,35.86,00:00:35.540,00:00:35.860,0.9959,12
103,And,36.52,36.62,00:00:36.520,00:00:36.620,0.9477,13
104,every,36.62,36.88,00:00:36.620,00:00:36.880,0.9808,13
105,partner,36.88,37.12,00:00:36.880,00:00:37.120,0.9942,13
106,needs,37.12,37.34,00:00:37.120,00:00:37.340,0.9981,13
107,to,37.34,37.56,00:00:37.340,00:00:37.560,0.9982,13
108,know,37.56,37.68,00:00:37.560,00:00:37.680,0.9988,13
109,the,37.68,37.8,00:00:37.680,00:00:37.800,0.9566,13
110,last,37.8,38.0,00:00:37.800,00:00:38.000,0.9948,13
111,result,38.0,38.28,00:00:38.000,00:00:38.280,0.9952,13
112,is,38.28,38.46,00:00:38.280,00:00:38.460,0.9946,13
113,solid,38.46,38.74,00:00:38.460,00:00:38.740,0.9913,13
114,before,38.74,39.02,00:00:38.740,00:00:39.020,0.9813,13
115,spending,39.02,39.32,00:00:39.020,00:00:39.320,0.9984,13
116,time,39.32,39.62,00:00:39.320,00:00:39.620,0.995,13
117,and,39.62,39.8,00:00:39.620,00:00:39.800,0.9965,13
118,money,39.8,39.96,00:00:39.800,00:00:39.960,0.9991,13
119,on,39.96,40.18,00:00:39.960,00:00:40.180,0.9946,13
120,the,40.18,40.28,00:00:40.180,00:00:40.280,0.9976,13
121,next,40.28,40.42,00:00:40.280,00:00:40.420,0.9992,13
122,step,40.42,40.7,00:00:40.420,00:00:40.700,0.9987,13
123,Here,41.36,41.5,00:00:41.360,00:00:41.500,0.9949,14
124,is,41.5,41.64,00:00:41.500,00:00:41.640,0.9088,14
125,how,41.64,41.8,00:00:41.640,00:00:41.800,0.9958,14
126,bad,41.8,42.0,00:00:41.800,00:00:42.000,0.9848,14
127,one,42.0,42.22,00:00:42.000,00:00:42.220,0.9672,14
128,error,42.22,42.46,00:00:42.220,00:00:42.460,0.9942,14
129,gets,42.46,42.76,00:00:42.460,00:00:42.760,0.9973,14
130,Universal,43.38,43.8,00:00:43.380,00:00:43.800,0.9395,15
131,machine-learning,43.8,44.38,00:00:43.800,00:00:44.380,0.8414,15
132,potentials,44.38,44.96,00:00:44.380,00:00:44.960,0.9945,15
133,can,44.96,45.08,00:00:44.960,00:00:45.080,0.9968,15
134,underestimate,45.08,45.48,00:00:45.080,00:00:45.480,0.9899,15
135,a,45.48,45.76,00:00:45.480,00:00:45.760,0.9588,15
136,lithium,45.76,45.96,00:00:45.760,00:00:45.960,0.9528,15
137,migration,45.96,46.38,00:00:45.960,00:00:46.380,0.6914,15
138,barrier,46.38,46.8,00:00:46.380,00:00:46.800,0.997,15
139,by,46.8,47.0,00:00:46.800,00:00:47.000,0.9983,15
140,sixty,47.0,47.308,00:00:47.000,00:00:47.308,0.8917,15
141,percent,47.308,47.74,00:00:47.308,00:00:47.740,0.8917,15
142,That,47.74,48.46,00:00:47.740,00:00:48.460,0.9933,16
143,can,48.46,48.64,00:00:48.460,00:00:48.640,0.9978,16
144,move,48.64,48.82,00:00:48.640,00:00:48.820,0.992,16
145,predicted,48.82,49.14,00:00:48.820,00:00:49.140,0.5974,16
146,room-temperature,49.14,49.7,00:00:49.140,00:00:49.700,0.9678,16
147,conductivity,49.7,50.34,00:00:49.700,00:00:50.340,0.9972,16
148,by,50.34,50.54,00:00:50.340,00:00:50.540,0.9957,16
149,about,50.54,50.76,00:00:50.540,00:00:50.760,0.9966,16
150,five,50.76,50.947,00:00:50.760,00:00:50.947,0.7617,16
151,thousand,50.947,51.32,00:00:50.947,00:00:51.320,0.7617,16
152,times,51.32,51.66,00:00:51.320,00:00:51.660,0.9926,16
153,A,52.3,52.42,00:00:52.300,00:00:52.420,0.9937,17
154,promising,52.42,52.72,00:00:52.420,00:00:52.720,0.9544,17
155,solid,52.72,53.1,00:00:52.720,00:00:53.100,0.9948,17
156,electrolyte,53.1,53.68,00:00:53.100,00:00:53.680,0.9611,17
157,may,53.68,53.78,00:00:53.680,00:00:53.780,0.992,17
158,only,53.78,54.02,00:00:53.780,00:00:54.020,0.9906,17
159,be,54.02,54.16,00:00:54.020,00:00:54.160,0.9977,17
160,promising,54.16,54.5,00:00:54.160,00:00:54.500,0.9994,17
161,because,54.5,54.86,00:00:54.500,00:00:54.860,0.9505,17
162,the,54.86,55.0,00:00:54.860,00:00:55.000,0.9958,17
163,model,55.0,55.2,00:00:55.000,00:00:55.200,0.9796,17
164,softened,55.2,55.54,00:00:55.200,00:00:55.540,0.3425,17
165,the,55.54,55.74,00:00:55.540,00:00:55.740,0.9948,17
166,hard,55.74,55.92,00:00:55.740,00:00:55.920,0.9984,17
167,part,55.92,56.18,00:00:55.920,00:00:56.180,0.9989,17
168,Lupine,56.82,57.1,00:00:56.820,00:00:57.100,0.5871,18
169,sits,57.1,57.28,00:00:57.100,00:00:57.280,0.9725,18
170,between,57.28,57.64,00:00:57.280,00:00:57.640,0.9949,18
171,prediction,57.64,58.02,00:00:57.640,00:00:58.020,0.9885,18
172,and,58.02,58.28,00:00:58.020,00:00:58.280,0.9931,18
173,experiment,58.28,58.74,00:00:58.280,00:00:58.740,0.9954,18
174,Its,59.46,59.58,00:00:59.460,00:00:59.580,0.7806,19
175,environment,59.58,59.94,00:00:59.580,00:00:59.940,0.8588,19
176,error,59.94,60.28,00:00:59.940,00:01:00.280,0.6876,19
177,field,60.28,60.54,00:01:00.280,00:01:00.540,0.9879,19
178,measures,60.54,60.86,00:01:00.540,00:01:00.860,0.996,19
179,where,60.86,61.1,00:01:00.860,00:01:01.100,0.8021,19
180,universal,61.1,61.52,00:01:01.100,00:01:01.520,0.9688,19
181,potentials,61.52,62.06,00:01:01.520,00:01:02.060,0.976,19
182,fail,62.06,62.26,00:01:02.060,00:01:02.260,0.9868,19
183,corrects,62.52,62.86,00:01:02.520,00:01:02.860,0.9896,19
184,them,62.86,62.96,00:01:02.860,00:01:02.960,0.9893,19
185,at,62.96,63.12,00:01:02.960,00:01:03.120,0.9967,19
186,runtime,63.12,63.44,00:01:03.120,00:01:03.440,0.4933,19
187,with,63.44,63.62,00:01:03.440,00:01:03.620,0.9967,19
188,analytic,63.62,63.96,00:01:03.620,00:01:03.960,0.9888,19
189,forces,63.96,64.36,00:01:03.960,00:01:04.360,0.995,19
190,and,64.36,64.8,00:01:04.360,00:01:04.800,0.224,19
191,attaches,64.8,65.16,00:01:04.800,00:01:05.160,0.9953,19
192,machine-checked,65.16,65.68,00:01:05.160,00:01:05.680,0.9269,19
193,proofs,65.68,65.98,00:01:05.680,00:01:05.980,0.9949,19
194,to,65.98,66.16,00:01:05.980,00:01:06.160,0.9976,19
195,the,66.16,66.24,00:01:06.160,00:01:06.240,0.993,19
196,claims,66.24,66.52,00:01:06.240,00:01:06.520,0.9902,19
197,The,67.18,67.32,00:01:07.180,00:01:07.320,0.9605,20
198,partner,67.32,67.54,00:01:07.320,00:01:07.540,0.9708,20
199,does,67.54,67.8,00:01:07.540,00:01:07.800,0.9892,20
200,not,67.8,68.0,00:01:07.800,00:01:08.000,0.994,20
201,get,68.0,68.14,00:01:08.000,00:01:08.140,0.9984,20
202,another,68.14,68.42,00:01:08.140,00:01:08.420,0.9963,20
203,ranked,68.42,68.66,00:01:08.420,00:01:08.660,0.9831,20
204,spreadsheet,68.66,69.1,00:01:08.660,00:01:09.100,0.9756,20
205,They,69.74,69.9,00:01:09.740,00:01:09.900,0.9893,21
206,get,69.9,70.04,00:01:09.900,00:01:10.040,0.9962,21
207,a,70.04,70.14,00:01:10.040,00:01:10.140,0.9979,21
208,candidate,70.14,70.44,00:01:10.140,00:01:10.440,0.996,21
209,with,70.44,70.66,00:01:10.440,00:01:10.660,0.9983,21
210,a,70.66,70.78,00:01:10.660,00:01:10.780,0.9864,21
211,bounded,70.78,70.98,00:01:10.780,00:01:10.980,0.9744,21
212,error,70.98,71.3,00:01:10.980,00:01:11.300,0.9739,21
213,budget,71.3,71.6,00:01:11.300,00:01:11.600,0.9981,21
214,That,72.28,72.44,00:01:12.280,00:01:12.440,0.9848,22
215,same,72.44,72.68,00:01:12.440,00:01:12.680,0.9994,22
216,layer,72.68,72.92,00:01:12.680,00:01:12.920,0.9912,22
217,can,72.92,73.14,00:01:12.920,00:01:13.140,0.9982,22
218,travel,73.14,73.4,00:01:13.140,00:01:13.400,0.9963,22
219,five,73.4,73.68,00:01:13.400,00:01:13.680,0.8282,22
220,very,73.68,73.92,00:01:13.680,00:01:13.920,0.9842,22
221,different,73.92,74.18,00:01:13.920,00:01:14.180,0.9994,22
222,routes,74.18,74.46,00:01:14.180,00:01:14.460,0.9973,22
223,cobalt-free,74.84,75.24,00:01:14.840,00:01:15.240,0.9212,22
224,cathodes,75.24,75.66,00:01:15.240,00:01:15.660,0.9827,22
225,solid,76.0,76.18,00:01:16.000,00:01:16.180,0.9985,22
226,electrolytes,76.18,76.78,00:01:16.180,00:01:16.780,0.9916,22
227,carbon-capture,77.0,77.5,00:01:17.000,00:01:17.500,0.8796,22
228,frameworks,77.5,77.96,00:01:17.500,00:01:17.960,0.9917,22
229,ammonia,78.3,78.54,00:01:18.300,00:01:18.540,0.999,22
230,catalysts,78.54,79.1,00:01:18.540,00:01:19.100,0.9982,22
231,and,79.36,79.5,00:01:19.360,00:01:19.500,0.9967,22
232,lead-free,79.5,79.84,00:01:19.500,00:01:19.840,0.9238,22
233,solar,79.84,80.16,00:01:19.840,00:01:20.160,0.9934,22
234,absorbers,80.16,80.62,00:01:20.160,00:01:20.620,0.9939,22
235,The,81.28,81.44,00:01:21.280,00:01:21.440,0.9957,23
236,partners,81.44,81.76,00:01:21.440,00:01:21.760,0.6212,23
237,change,81.76,82.08,00:01:21.760,00:01:22.080,0.9838,23
238,The,82.76,82.94,00:01:22.760,00:01:22.940,0.9954,24
239,job,82.94,83.14,00:01:22.940,00:01:23.140,0.999,24
240,does,83.14,83.32,00:01:23.140,00:01:23.320,0.9947,24
241,not,83.32,83.58,00:01:23.320,00:01:23.580,0.9985,24
242,Correct,84.42,84.62,00:01:24.420,00:01:24.620,0.8655,25
243,the,84.62,84.66,00:01:24.620,00:01:24.660,0.9926,25
244,risky,84.66,84.84,00:01:24.660,00:01:24.840,0.987,25
245,physics,84.84,85.24,00:01:24.840,00:01:25.240,0.9982,25
246,flag,85.24,85.74,00:01:25.240,00:01:25.740,0.2994,25
247,what,85.74,85.96,00:01:25.740,00:01:25.960,0.9956,25
248,the,85.96,86.06,00:01:25.960,00:01:26.060,0.9973,25
249,model,86.06,86.28,00:01:26.060,00:01:26.280,0.9971,25
250,cannot,86.28,86.54,00:01:26.280,00:01:26.540,0.9548,25
251,support,86.54,86.94,00:01:26.540,00:01:26.940,0.9979,25
252,and,87.16,87.32,00:01:27.160,00:01:27.320,0.9964,25
253,send,87.32,87.5,00:01:27.320,00:01:27.500,0.9962,25
254,experimentalists,87.5,88.3,00:01:27.500,00:01:28.300,0.9941,25
255,fewer,88.3,88.6,00:01:28.300,00:01:28.600,0.9946,25
256,better,88.86,89.04,00:01:28.860,00:01:29.040,0.9979,25
257,bets,89.04,89.28,00:01:29.040,00:01:29.280,0.9494,25
258,Because,90.02,90.24,00:01:30.020,00:01:30.240,0.9794,26
259,scaling,90.24,90.54,00:01:30.240,00:01:30.540,0.9313,26
260,materials,90.54,91.0,00:01:30.540,00:01:31.000,0.8982,26
261,discovery,91.0,91.4,00:01:31.000,00:01:31.400,0.9722,26
262,is,91.4,91.7,00:01:31.400,00:01:31.700,0.9826,26
263,not,91.7,91.9,00:01:31.700,00:01:31.900,0.9945,26
264,about,91.9,92.1,00:01:31.900,00:01:32.100,0.997,26
265,generating,92.1,92.48,00:01:32.100,00:01:32.480,0.997,26
266,the,92.48,92.66,00:01:32.480,00:01:32.660,0.9955,26
267,next,92.66,92.84,00:01:32.660,00:01:32.840,0.9983,26
268,million,92.84,93.12,00:01:32.840,00:01:33.120,0.9837,26
269,crystals,93.12,93.52,00:01:33.120,00:01:33.520,0.9908,26
270,It,94.24,94.4,00:01:34.240,00:01:34.400,0.9894,27
271,is,94.4,94.5,00:01:34.400,00:01:34.500,0.9869,27
272,about,94.5,94.7,00:01:34.500,00:01:34.700,0.9989,27
273,building,94.7,95.0,00:01:34.700,00:01:35.000,0.9983,27
274,enough,95.0,95.22,00:01:35.000,00:01:35.220,0.9984,27
275,trust,95.22,95.48,00:01:35.220,00:01:35.480,0.9888,27
276,for,95.48,95.74,00:01:35.480,00:01:35.740,0.9951,27
277,one,95.74,95.92,00:01:35.740,00:01:35.920,0.9779,27
278,crystal,95.92,96.24,00:01:35.920,00:01:36.240,0.9956,27
279,to,96.24,96.44,00:01:36.240,00:01:36.440,0.9896,27
280,make,96.44,96.56,00:01:36.440,00:01:36.560,0.9989,27
281,it,96.56,96.7,00:01:36.560,00:01:36.700,0.9975,27
282,through,96.7,96.82,00:01:36.700,00:01:36.820,0.9943,27
283,the,96.82,96.98,00:01:36.820,00:01:36.980,0.991,27
284,lab,96.98,97.16,00:01:36.980,00:01:37.160,0.9979,27
285,the,97.42,97.5,00:01:37.420,00:01:37.500,0.9981,27
286,factory,97.5,97.78,00:01:37.500,00:01:37.780,0.9976,27
287,and,98.14,98.26,00:01:38.140,00:01:38.260,0.9986,27
288,into,98.26,98.48,00:01:38.260,00:01:38.480,0.9952,27
289,a,98.48,98.6,00:01:38.480,00:01:38.600,0.9979,27
290,commercial,98.6,98.82,00:01:38.600,00:01:38.820,0.9991,27
291,cell,98.82,99.16,00:01:38.820,00:01:39.160,0.9947,27
292,Read,99.82,99.96,00:01:39.820,00:01:39.960,0.9906,28
293,the,99.96,100.12,00:01:39.960,00:01:40.120,0.9848,28
294,full,100.12,100.3,00:01:40.120,00:01:40.300,0.9684,28
295,partner,100.3,100.6,00:01:40.300,00:01:40.600,0.9469,28
296,map,100.6,100.8,00:01:40.600,00:01:40.800,0.9938,28
297,at,100.8,101.02,00:01:40.800,00:01:41.020,0.945,28
298,Lupine,101.02,101.28,00:01:41.020,00:01:41.280,0.8723,28
299,Science,101.28,101.5,00:01:41.280,00:01:41.500,0.8368,28
