index,word,start,end,start_time,end_time,confidence,cue
46,for,18.96,19.22,00:00:18.960,00:00:19.220,0.9967,6
47,tidy,19.22,19.48,00:00:19.220,00:00:19.480,0.9737,6
48,bulk,19.48,19.7,00:00:19.480,00:00:19.700,0.9494,6
49,crystals,19.7,20.14,00:00:19.700,00:00:20.140,0.9967,6
50,But,20.86,21.1,00:00:20.860,00:00:21.100,0.9906,7
51,real,21.1,21.32,00:00:21.100,00:00:21.320,0.9743,7
52,materials,21.32,21.74,00:00:21.320,00:00:21.740,0.9939,7
53,work,21.74,22.06,00:00:21.740,00:00:22.060,0.9947,7
54,at,22.06,22.24,00:00:22.060,00:00:22.240,0.9896,7
55,vacancies,22.24,22.58,00:00:22.240,00:00:22.580,0.9632,7
56,surfaces,23.04,23.28,00:00:23.040,00:00:23.280,0.9989,7
57,and,23.78,23.9,00:00:23.780,00:00:23.900,0.9965,7
58,transition,23.9,24.28,00:00:23.900,00:00:24.280,0.9943,7
59,states,24.28,24.68,00:00:24.280,00:00:24.680,0.9955,7
60,places,25.08,25.24,00:00:25.080,00:00:25.240,0.9942,7
61,where,25.24,25.58,00:00:25.240,00:00:25.580,0.9964,7
62,atoms,25.58,25.84,00:00:25.580,00:00:25.840,0.9623,7
63,have,25.84,26.08,00:00:25.840,00:00:26.080,0.9984,7
64,fewer,26.08,26.32,00:00:26.080,00:00:26.320,0.9994,7
65,neighbors,26.32,26.62,00:00:26.320,00:00:26.620,0.9767,7
66,There,27.34,27.64,00:00:27.340,00:00:27.640,0.1432,8
67,errors,27.86,28.14,00:00:27.860,00:00:28.140,0.9816,8
68,jump,28.14,28.46,00:00:28.140,00:00:28.460,0.9909,8
69,and,28.7,28.84,00:00:28.700,00:00:28.840,0.998,8
70,ion-migration,29.08,29.46,00:00:29.080,00:00:29.460,0.8369,8
71,barriers,29.46,29.92,00:00:29.460,00:00:29.920,0.9964,8
72,can,29.92,30.18,00:00:29.920,00:00:30.180,0.9971,8
73,be,30.18,30.32,00:00:30.180,00:00:30.320,0.9989,8
74,underestimated,30.32,30.8,00:00:30.320,00:00:30.800,0.9941,8
75,by,30.8,31.2,00:00:30.800,00:00:31.200,0.9989,8
76,more,31.2,31.4,00:00:31.200,00:00:31.400,0.9981,8
77,than,31.4,31.6,00:00:31.400,00:00:31.600,0.9978,8
78,60,31.6,31.75,00:00:31.600,00:00:31.750,0.8736,8
79,percent,31.75,31.9,00:00:31.750,00:00:31.900,0.8736,8
80,Here,32.58,33.18,00:00:32.580,00:00:33.180,0.9893,9
81,is,33.18,33.34,00:00:33.180,00:00:33.340,0.98,9
82,the,33.34,33.48,00:00:33.340,00:00:33.480,0.9962,9
83,twist,33.48,33.72,00:00:33.480,00:00:33.720,0.9965,9
84,that,33.98,34.16,00:00:33.980,00:00:34.160,0.9926,9
85,wrongness,34.16,34.58,00:00:34.160,00:00:34.580,0.97,9
86,is,34.58,34.72,00:00:34.580,00:00:34.720,0.9961,9
87,not,34.72,34.92,00:00:34.720,00:00:34.920,0.9895,9
88,random,34.92,35.28,00:00:34.920,00:00:35.280,0.9972,9
89,It,35.98,36.12,00:00:35.980,00:00:36.120,0.9888,10
90,has,36.12,36.32,00:00:36.120,00:00:36.320,0.999,10
91,a,36.32,36.46,00:00:36.320,00:00:36.460,0.9965,10
92,shape,36.46,36.68,00:00:36.460,00:00:36.680,0.9987,10
93,Lupine,37.48,37.66,00:00:37.480,00:00:37.660,0.8756,11
94,measures,37.66,37.94,00:00:37.660,00:00:37.940,0.9948,11
95,an,37.94,38.12,00:00:37.940,00:00:38.120,0.987,11
96,environment,38.12,38.52,00:00:38.120,00:00:38.520,0.9613,11
97,error,38.52,38.84,00:00:38.520,00:00:38.840,0.815,11
98,field,38.84,39.16,00:00:38.840,00:00:39.160,0.9984,11
99,based,39.16,39.42,00:00:39.160,00:00:39.420,0.9791,11
100,on,39.42,39.66,00:00:39.420,00:00:39.660,0.9983,11
101,coordination,39.66,40.02,00:00:39.660,00:00:40.020,0.9667,11
102,number,40.02,40.44,00:00:40.020,00:00:40.440,0.9966,11
103,basically,40.76,41.02,00:00:40.760,00:00:41.020,0.9956,11
104,how,41.02,41.52,00:00:41.020,00:00:41.520,0.4407,11
105,many,41.52,41.72,00:00:41.520,00:00:41.720,0.9993,11
106,neighboring,41.72,42.02,00:00:41.720,00:00:42.020,0.9706,11
107,atoms,42.02,42.4,00:00:42.020,00:00:42.400,0.9928,11
108,each,42.4,42.58,00:00:42.400,00:00:42.580,0.9988,11
109,atom,42.58,42.84,00:00:42.580,00:00:42.840,0.9989,11
110,has,42.84,43.14,00:00:42.840,00:00:43.140,0.9987,11
111,No,43.86,44.04,00:00:43.860,00:00:44.040,0.9899,12
112,second,44.04,44.36,00:00:44.040,00:00:44.360,0.9821,12
113,neural,44.36,44.68,00:00:44.360,00:00:44.680,0.9907,12
114,net,44.68,44.92,00:00:44.680,00:00:44.920,0.9917,12
115,No,45.66,45.8,00:00:45.660,00:00:45.800,0.9968,13
116,per-system,45.8,46.14,00:00:45.800,00:00:46.140,0.9247,13
117,retraining,46.14,46.7,00:00:46.140,00:00:46.700,0.9914,13
118,Three,47.46,47.7,00:00:47.460,00:00:47.700,0.9564,14
119,standard,47.7,48.12,00:00:47.700,00:00:48.120,0.9953,14
120,measurements,48.12,48.58,00:00:48.120,00:00:48.580,0.9904,14
121,anchor,48.58,48.84,00:00:48.580,00:00:48.840,0.9359,14
122,the,48.84,49.02,00:00:48.840,00:00:49.020,0.9992,14
123,curve,49.02,49.26,00:00:49.020,00:00:49.260,0.9993,14
124,two,49.56,49.72,00:00:49.560,00:00:49.720,0.9479,14
125,surface,49.72,50.06,00:00:49.720,00:00:50.060,0.9968,14
126,energies,50.06,50.4,00:00:50.060,00:00:50.400,0.9957,14
127,and,50.4,50.76,00:00:50.400,00:00:50.760,0.847,14
128,one,50.76,50.96,00:00:50.760,00:00:50.960,0.9982,14
129,vacancy,50.96,51.32,00:00:50.960,00:00:51.320,0.998,14
130,energy,51.32,51.74,00:00:51.320,00:00:51.740,0.9993,14
131,Bulk,52.54,52.62,00:00:52.540,00:00:52.620,0.968,15
132,coordination,52.62,53.12,00:00:52.620,00:00:53.120,0.9854,15
133,is,53.12,53.48,00:00:53.120,00:00:53.480,0.9993,15
134,fixed,53.48,53.7,00:00:53.480,00:00:53.700,0.9986,15
135,at,53.7,54.0,00:00:53.700,00:00:54.000,0.9962,15
136,zero,54.0,54.26,00:00:54.000,00:00:54.260,0.907,15
137,error,54.26,54.6,00:00:54.260,00:00:54.600,0.9849,15
138,Then,55.13,55.44,00:00:55.130,00:00:55.440,0.3913,16
139,the,55.44,55.62,00:00:55.440,00:00:55.620,0.8272,16
140,field,55.62,55.84,00:00:55.620,00:00:55.840,0.987,16
141,predicts,55.84,56.2,00:00:55.840,00:00:56.200,0.9944,16
142,a,56.2,56.36,00:00:56.200,00:00:56.360,0.9266,16
143,fourth,56.36,56.52,00:00:56.360,00:00:56.520,0.8515,16
144,surface,56.52,56.96,00:00:56.520,00:00:56.960,0.9977,16
145,the,57.36,57.38,00:00:57.360,00:00:57.380,0.9896,16
146,one-ten,57.38,57.72,00:00:57.380,00:00:57.720,0.8288,16
147,facet,57.72,58.1,00:00:57.720,00:00:58.100,0.8946,16
148,blind,58.4,58.66,00:00:58.400,00:00:58.660,0.9381,16
149,Across,59.42,59.72,00:00:59.420,00:00:59.720,0.9861,17
150,36,59.72,60.26,00:00:59.720,00:01:00.260,0.9838,17
151,model-and-material,60.76,61.1,00:01:00.760,00:01:01.100,0.9964,17
152,combinations,61.1,61.76,00:01:01.100,00:01:01.760,0.9954,17
153,predicted,62.22,62.46,00:01:02.220,00:01:02.460,0.9942,17
154,and,62.46,62.74,00:01:02.460,00:01:02.740,0.9966,17
155,measured,62.74,63.0,00:01:02.740,00:01:03.000,0.9987,17
156,errors,63.0,63.36,00:01:03.000,00:01:03.360,0.9882,17
157,correlate,63.36,63.74,00:01:03.360,00:01:03.740,0.9938,17
158,at,63.74,64.06,00:01:03.740,00:01:04.060,0.9968,17
159,zero,64.06,64.292,00:01:04.060,00:01:04.292,0.9696,17
160,point,64.292,64.524,00:01:04.292,00:01:04.524,0.9696,17
161,nine,64.524,64.756,00:01:04.524,00:01:04.756,0.9696,17
162,oh,64.756,64.988,00:01:04.756,00:01:04.988,0.9696,17
163,six,64.988,65.22,00:01:04.988,00:01:05.220,0.9696,17
164,Flip,66.08,66.32,00:01:06.080,00:01:06.320,0.9056,18
165,that,66.32,66.56,00:01:06.320,00:01:06.560,0.9952,18
166,field,66.56,66.86,00:01:06.560,00:01:06.860,0.9977,18
167,add,67.08,67.26,00:01:07.080,00:01:07.260,0.925,18
168,it,67.26,67.38,00:01:07.260,00:01:07.380,0.9991,18
169,beside,67.38,67.62,00:01:07.380,00:01:07.620,0.9925,18
170,the,67.62,67.8,00:01:07.620,00:01:07.800,0.9987,18
171,existing,67.8,68.12,00:01:07.800,00:01:08.120,0.9965,18
172,model,68.12,68.48,00:01:08.120,00:01:08.480,0.9991,18
173,and,68.72,68.86,00:01:08.720,00:01:08.860,0.9976,18
174,under-coordinated,68.86,69.56,00:01:08.860,00:01:09.560,0.7921,18
175,structures,69.56,70.0,00:01:09.560,00:01:10.000,0.9935,18
176,move,70.0,70.28,00:01:10.000,00:01:10.280,0.9861,18
177,back,70.28,70.54,00:01:10.280,00:01:10.540,0.9979,18
178,toward,70.54,70.8,00:01:10.540,00:01:10.800,0.9552,18
179,reference,70.8,71.16,00:01:10.800,00:01:11.160,0.9931,18
180,energies,71.16,71.58,00:01:11.160,00:01:11.580,0.9984,18
181,The,72.36,72.48,00:01:12.360,00:01:12.480,0.9959,19
182,forces,72.48,72.8,00:01:12.480,00:01:12.800,0.9993,19
183,are,72.8,73.0,00:01:12.800,00:01:13.000,0.9991,19
184,analytic,73.0,73.38,00:01:13.000,00:01:13.380,0.9935,19
185,so,73.68,73.9,00:01:13.680,00:01:13.900,0.9989,19
186,simulations,73.9,74.32,00:01:13.900,00:01:14.320,0.8203,19
187,stay,74.32,74.78,00:01:14.320,00:01:14.780,0.9844,19
188,physically,74.78,75.12,00:01:14.780,00:01:15.120,0.9842,19
189,consistent,75.12,75.58,00:01:15.120,00:01:15.580,0.995,19
190,In,76.36,76.54,00:01:16.360,00:01:16.540,0.9957,20
191,tests,76.54,76.82,00:01:16.540,00:01:16.820,0.9913,20
192,nickel,77.24,77.4,00:01:17.240,00:01:17.400,0.9785,20
193,surface,77.4,77.7,00:01:17.400,00:01:17.700,0.9238,20
194,error,77.7,78.0,00:01:17.700,00:01:18.000,0.9692,20
195,dropped,78.0,78.32,00:01:18.000,00:01:18.320,0.9941,20
196,from,78.32,78.56,00:01:18.320,00:01:18.560,0.9972,20
197,9.7,78.84,79.38,00:01:18.840,00:01:19.380,0.9975,20
198,to,79.38,79.54,00:01:19.380,00:01:19.540,0.8046,20
199,1.5,79.54,80.06,00:01:19.540,00:01:20.060,0.9058,20
200,percent,80.06,80.58,00:01:20.060,00:01:20.580,0.9058,20
201,while,80.58,81.02,00:01:20.580,00:01:21.020,0.997,20
202,bulk,81.02,81.28,00:01:21.020,00:01:21.280,0.991,20
203,lattice,81.28,81.64,00:01:21.280,00:01:21.640,0.9983,20
204,constants,81.64,82.0,00:01:21.640,00:01:22.000,0.6033,20
205,stayed,82.0,82.3,00:01:22.000,00:01:22.300,0.0349,20
206,unchanged,82.3,82.92,00:01:22.300,00:01:22.920,0.9945,20
207,And,83.66,83.78,00:01:23.660,00:01:23.780,0.7297,21
208,this,83.78,83.96,00:01:23.780,00:01:23.960,0.9685,21
209,layer,83.96,84.22,00:01:23.960,00:01:24.220,0.9706,21
210,does,84.22,84.44,00:01:24.220,00:01:24.440,0.9956,21
211,something,84.44,84.74,00:01:24.440,00:01:24.740,0.9982,21
212,most,84.74,84.96,00:01:24.740,00:01:24.960,0.9932,21
213,AI,84.96,85.32,00:01:24.960,00:01:25.320,0.9118,21
214,pipelines,85.32,85.72,00:01:25.320,00:01:25.720,0.9736,21
215,cannot,85.72,86.12,00:01:25.720,00:01:26.120,0.9355,21
216,it,86.38,86.5,00:01:26.380,00:01:26.500,0.8856,21
217,can,86.5,86.68,00:01:26.500,00:01:26.680,0.9929,21
218,say,86.68,86.86,00:01:26.680,00:01:26.860,0.9897,21
219,no,86.86,87.06,00:01:26.860,00:01:27.060,0.8311,21
220,Lean,87.76,87.92,00:01:27.760,00:01:27.920,0.9063,22
221,four,87.92,88.22,00:01:27.920,00:01:28.220,0.0911,22
222,proofs,88.22,88.52,00:01:28.220,00:01:28.520,0.9383,22
223,check,88.52,88.76,00:01:28.520,00:01:28.760,0.9757,22
224,every,88.76,89.06,00:01:28.760,00:01:29.060,0.9823,22
225,quantitative,89.06,89.52,00:01:29.060,00:01:29.520,0.9577,22
226,claim,89.52,89.9,00:01:29.520,00:01:29.900,0.9887,22
227,and,89.9,90.1,00:01:29.900,00:01:30.100,0.9635,22
228,flag,90.1,90.36,00:01:30.100,00:01:30.360,0.9898,22
229,ranking,90.36,90.68,00:01:30.360,00:01:30.680,0.6963,22
230,inversions,90.68,91.12,00:01:30.680,00:01:31.120,0.9822,22
231,already-converged,91.74,92.26,00:01:31.740,00:01:32.260,0.9406,22
232,cases,92.26,92.6,00:01:32.260,00:01:32.600,0.995,22
233,or,92.96,93.06,00:01:32.960,00:01:33.060,0.9971,22
234,physics,93.06,93.34,00:01:33.060,00:01:33.340,0.9968,22
235,outside,93.34,93.78,00:01:33.340,00:01:33.780,0.9975,22
236,the,93.78,93.96,00:01:33.780,00:01:33.960,0.9916,22
237,field’s,93.96,94.3,00:01:33.960,00:01:34.300,0.8905,22
238,domain,94.3,94.54,00:01:34.300,00:01:34.540,0.9983,22
239,One,95.28,95.5,00:01:35.280,00:01:35.500,0.9956,23
240,proof,95.5,95.76,00:01:35.500,00:01:35.760,0.9842,23
241,even,95.76,96.02,00:01:35.760,00:01:36.020,0.9918,23
242,caught,96.02,96.24,00:01:36.020,00:01:36.240,0.986,23
243,a,96.24,96.38,00:01:36.240,00:01:36.380,0.9855,23
244,rounding,96.38,96.62,00:01:36.380,00:01:36.620,0.9831,23
245,tie,96.62,96.9,00:01:36.620,00:01:36.900,0.9402,23
246,and,96.9,97.1,00:01:36.900,00:01:37.100,0.9825,23
247,corrected,97.1,97.48,00:01:37.100,00:01:37.480,0.998,23
248,27,97.48,98.1,00:01:37.480,00:01:38.100,0.8625,23
249,improvements,98.1,98.68,00:01:38.100,00:01:38.680,0.9834,23
250,to,98.68,99.04,00:01:38.680,00:01:39.040,0.9648,23
251,26,99.04,99.52,00:01:39.040,00:01:39.520,0.9976,23
252,That,100.22,100.54,00:01:40.220,00:01:40.540,0.9881,24
253,matters,100.54,100.82,00:01:40.540,00:01:40.820,0.9803,24
254,for,100.82,101.1,00:01:40.820,00:01:41.100,0.9984,24
255,battery,101.1,101.42,00:01:41.100,00:01:41.420,0.9196,24
256,ion,101.42,101.72,00:01:41.420,00:01:41.720,0.8971,24
257,hops,101.72,102.0,00:01:41.720,00:01:42.000,0.8884,24
258,carbon-capture,102.52,102.84,00:01:42.520,00:01:42.840,0.8824,24
259,frameworks,102.84,103.32,00:01:42.840,00:01:43.320,0.9906,24
260,ammonia,103.72,103.98,00:01:43.720,00:01:43.980,0.9973,24
261,catalysts,103.98,104.58,00:01:43.980,00:01:44.580,0.9984,24
262,and,104.82,105.02,00:01:44.820,00:01:45.020,0.9984,24
263,perovskite,105.02,105.52,00:01:45.020,00:01:45.520,0.5083,24
264,stability,105.52,106.0,00:01:45.520,00:01:46.000,0.9943,24
265,all,106.24,106.46,00:01:46.240,00:01:46.460,0.998,24
266,controlled,106.46,106.78,00:01:46.460,00:01:46.780,0.9975,24
267,by,106.78,107.02,00:01:46.780,00:01:47.020,0.9965,24
268,under-coordinated,107.02,107.74,00:01:47.020,00:01:47.740,0.8041,24
269,defects,107.74,108.12,00:01:47.740,00:01:48.120,0.9984,24
270,So,108.84,109.12,00:01:48.840,00:01:49.120,0.6394,25
271,the,109.12,109.26,00:01:49.120,00:01:49.260,0.8138,25
272,goal,109.26,109.46,00:01:49.260,00:01:49.460,0.9935,25
273,is,109.46,109.66,00:01:49.460,00:01:49.660,0.9966,25
274,not,109.66,109.84,00:01:49.660,00:01:49.840,0.9867,25
275,more,109.84,110.04,00:01:49.840,00:01:50.040,0.9824,25
276,confident,110.04,110.4,00:01:50.040,00:01:50.400,0.9862,25
277,predictions,110.4,110.94,00:01:50.400,00:01:50.940,0.9867,25
278,It,111.78,111.84,00:01:51.780,00:01:51.840,0.9835,26
279,is,111.84,112.0,00:01:51.840,00:01:52.000,0.9929,26
280,fast,112.0,112.22,00:01:52.000,00:01:52.220,0.9888,26
281,predictions,112.22,112.7,00:01:52.220,00:01:52.700,0.9949,26
282,with,112.7,112.94,00:01:52.700,00:01:52.940,0.984,26
283,measured,112.94,113.24,00:01:52.940,00:01:53.240,0.9825,26
284,corrections,113.24,113.78,00:01:53.240,00:01:53.780,0.9917,26
285,certified,114.12,114.46,00:01:54.120,00:01:54.460,0.9773,26
286,boundaries,114.46,114.9,00:01:54.460,00:01:54.900,0.9982,26
287,and,115.32,115.4,00:01:55.320,00:01:55.400,0.9547,26
288,a,115.4,115.48,00:01:55.400,00:01:55.480,0.5009,26
289,provable,115.48,115.88,00:01:55.480,00:01:55.880,0.9716,26
290,reason,115.88,116.1,00:01:55.880,00:01:56.100,0.998,26
291,to,116.1,116.36,00:01:56.100,00:01:56.360,0.9992,26
292,stop,116.36,116.6,00:01:56.360,00:01:56.600,0.9922,26
