index,word,start,end,start_time,end_time,confidence,cue
118,measured,47.48,47.74,00:00:47.480,00:00:47.740,0.9807,14
119,error,47.74,48.0,00:00:47.740,00:00:48.000,0.861,14
120,field,48.0,48.36,00:00:48.000,00:00:48.360,0.9976,14
121,anchored,48.56,48.8,00:00:48.560,00:00:48.800,0.9917,14
122,by,48.8,49.04,00:00:48.800,00:00:49.040,0.9986,14
123,standard,49.04,49.42,00:00:49.040,00:00:49.420,0.9888,14
124,observables,49.42,49.98,00:00:49.420,00:00:49.980,0.9961,14
125,not,50.28,50.46,00:00:50.280,00:00:50.460,0.9947,14
126,another,50.46,50.78,00:00:50.460,00:00:50.780,0.9978,14
127,neural,50.78,51.04,00:00:50.780,00:00:51.040,0.9986,14
128,net,51.04,51.26,00:00:51.040,00:00:51.260,0.9955,14
129,that,51.26,51.44,00:00:51.260,00:00:51.440,0.9921,14
130,needs,51.44,51.62,00:00:51.440,00:00:51.620,0.9969,14
131,retraining,51.62,52.1,00:00:51.620,00:00:52.100,0.9814,14
132,for,52.1,52.36,00:00:52.100,00:00:52.360,0.9969,14
133,every,52.36,52.6,00:00:52.360,00:00:52.600,0.9973,14
134,material,52.6,53.08,00:00:52.600,00:00:53.080,0.9988,14
135,Second,53.72,54.06,00:00:53.720,00:00:54.060,0.3919,15
136,77,54.92,54.92,00:00:54.920,00:00:54.920,0.9302,15
137,build-locked,54.92,55.56,00:00:54.920,00:00:55.560,0.3216,15
138,Lean,55.56,55.78,00:00:55.560,00:00:55.780,0.6506,15
139,4,55.78,56.06,00:00:55.780,00:00:56.060,0.1869,15
140,theorems,56.06,56.5,00:00:56.060,00:00:56.500,0.9867,15
141,with,56.76,56.88,00:00:56.760,00:00:56.880,0.9883,15
142,zero,56.88,57.22,00:00:56.880,00:00:57.220,0.914,15
143,unproven,57.22,57.66,00:00:57.220,00:00:57.660,0.9725,15
144,shortcuts,57.66,58.14,00:00:57.660,00:00:58.140,0.9465,15
145,Third,59.16,59.22,00:00:59.160,00:00:59.220,0.983,16
146,a,59.56,59.66,00:00:59.560,00:00:59.660,0.9733,16
147,LAMMPS,59.66,59.82,00:00:59.660,00:00:59.820,0.4759,16
148,runtime,59.82,60.24,00:00:59.820,00:01:00.240,0.6503,16
149,overlay,60.24,60.64,00:01:00.240,00:01:00.640,0.9608,16
150,that,60.64,60.9,00:01:00.640,00:01:00.900,0.98,16
151,works,60.9,61.12,00:01:00.900,00:01:01.120,0.9985,16
152,beside,61.12,61.5,00:01:01.120,00:01:01.500,0.9716,16
153,tools,61.5,61.78,00:01:01.500,00:01:01.780,0.9891,16
154,like,61.78,62.06,00:01:01.780,00:01:02.060,0.9856,16
155,C-H-G,62.06,62.44,00:01:02.060,00:01:02.440,0.6835,16
156,net,62.44,62.82,00:01:02.440,00:01:02.820,0.6835,16
157,and,62.82,63.02,00:01:02.820,00:01:03.020,0.983,16
158,MACE,63.02,63.24,00:01:03.020,00:01:03.240,0.761,16
159,Today,64.0,64.26,00:01:04.000,00:01:04.260,0.9946,17
160,it,64.5,64.64,00:01:04.500,00:01:04.640,0.9949,17
161,adds,64.64,64.9,00:01:04.640,00:01:04.900,0.9953,17
162,15,64.9,65.32,00:01:04.900,00:01:05.320,0.9956,17
163,6,65.32,65.86,00:01:05.320,00:01:05.860,0.9917,17
164,percent,65.86,66.22,00:01:05.860,00:01:06.220,0.8083,17
165,overhead,66.22,66.64,00:01:06.220,00:01:06.640,0.9302,17
166,Compiled,67.28,67.74,00:01:07.280,00:01:07.740,0.9799,18
167,the,67.96,68.12,00:01:07.960,00:01:08.120,0.9978,18
168,target,68.12,68.32,00:01:08.120,00:01:08.320,0.9952,18
169,is,68.32,68.58,00:01:08.320,00:01:08.580,0.9983,18
170,below,68.58,68.86,00:01:08.580,00:01:08.860,0.9971,18
171,one,68.86,68.953,00:01:08.860,00:01:08.953,0.9302,18
172,percent,68.953,69.17,00:01:08.953,00:01:09.170,0.9302,18
173,And,69.7,70.3,00:01:09.700,00:01:10.300,0.9772,19
174,the,70.3,70.4,00:01:10.300,00:01:10.400,0.9756,19
175,proof,70.4,70.6,00:01:10.400,00:01:10.600,0.9602,19
176,layer,70.6,70.86,00:01:10.600,00:01:10.860,0.7521,19
177,is,70.86,71.12,00:01:10.860,00:01:11.120,0.9957,19
178,not,71.12,71.34,00:01:11.120,00:01:11.340,0.991,19
179,decorative,71.34,71.7,00:01:11.340,00:01:11.700,0.994,19
180,Lean,72.58,72.7,00:01:12.580,00:01:12.700,0.9234,20
181,once,72.7,72.98,00:01:12.700,00:01:12.980,0.9907,20
182,rejected,72.98,73.38,00:01:12.980,00:01:13.380,0.9986,20
183,a,73.38,73.54,00:01:13.380,00:01:13.540,0.9926,20
184,claim,73.54,73.74,00:01:13.540,00:01:13.740,0.9995,20
185,that,73.74,74.0,00:01:13.740,00:01:14.000,0.9954,20
186,passed,74.0,74.22,00:01:14.000,00:01:14.220,0.9119,20
187,statistical,74.22,74.72,00:01:14.220,00:01:14.720,0.9676,20
188,filtering,74.72,75.26,00:01:14.720,00:01:15.260,0.997,20
189,changing,75.48,75.8,00:01:15.480,00:01:15.800,0.9803,20
190,27,75.8,76.36,00:01:15.800,00:01:16.360,0.9959,20
191,successes,76.36,76.8,00:01:16.360,00:01:16.800,0.9601,20
192,to,76.8,77.16,00:01:16.800,00:01:17.160,0.9985,20
193,26,77.16,77.6,00:01:17.160,00:01:17.600,0.9979,20
194,That,78.24,78.64,00:01:18.240,00:01:18.640,0.9947,21
195,is,78.64,78.76,00:01:18.640,00:01:18.760,0.998,21
196,the,78.76,78.9,00:01:18.760,00:01:18.900,0.9473,21
197,product,78.9,79.2,00:01:18.900,00:01:19.200,0.99,21
198,in,79.2,79.34,00:01:19.200,00:01:19.340,0.6256,21
199,miniature,79.34,79.66,00:01:19.340,00:01:19.660,0.9256,21
200,trustworthy,80.06,80.44,00:01:20.060,00:01:20.440,0.957,21
201,infrastructure,80.44,80.92,00:01:20.440,00:01:20.920,0.9936,21
202,has,80.92,81.28,00:01:20.920,00:01:21.280,0.9976,21
203,to,81.28,81.44,00:01:21.280,00:01:21.440,0.9987,21
204,catch,81.44,81.66,00:01:21.440,00:01:21.660,0.9957,21
205,its,81.66,81.82,00:01:21.660,00:01:21.820,0.9871,21
206,own,81.82,81.96,00:01:21.820,00:01:21.960,0.9979,21
207,mistakes,81.96,82.34,00:01:21.960,00:01:22.340,0.9964,21
208,and,82.34,82.78,00:01:22.340,00:01:22.780,0.2601,21
209,say,82.78,82.98,00:01:22.780,00:01:22.980,0.9336,21
210,no,82.98,83.22,00:01:22.980,00:01:23.220,0.7999,21
211,when,83.22,83.4,00:01:23.220,00:01:23.400,0.9871,21
212,the,83.4,83.52,00:01:23.400,00:01:23.520,0.9898,21
213,evidence,83.52,83.8,00:01:23.520,00:01:23.800,0.9981,21
214,does,83.8,84.02,00:01:23.800,00:01:24.020,0.9969,21
215,not,84.02,84.22,00:01:24.020,00:01:24.220,0.9982,21
216,hold,84.22,84.54,00:01:24.220,00:01:24.540,0.9933,21
217,Each,85.24,85.38,00:01:25.240,00:01:25.380,0.987,22
218,screening,85.38,85.72,00:01:25.380,00:01:25.720,0.9851,22
219,campaign,85.72,86.2,00:01:25.720,00:01:26.200,0.9942,22
220,adds,86.2,86.5,00:01:26.200,00:01:26.500,0.9875,22
221,measured,86.5,86.84,00:01:26.500,00:01:26.840,0.982,22
222,bias,86.84,87.18,00:01:26.840,00:01:27.180,0.5024,22
223,data,87.18,87.5,00:01:27.180,00:01:27.500,0.9939,22
224,Each,88.24,88.36,00:01:28.240,00:01:28.360,0.9932,23
225,experiment,88.36,88.82,00:01:28.360,00:01:28.820,0.9977,23
226,tightens,88.82,89.3,00:01:28.820,00:01:29.300,0.8776,23
227,the,89.3,89.46,00:01:29.300,00:01:29.460,0.9979,23
228,next,89.46,89.64,00:01:29.460,00:01:29.640,0.9985,23
229,prediction,89.64,90.08,00:01:29.640,00:01:30.080,0.9981,23
230,Each,90.84,91.0,00:01:30.840,00:01:31.000,0.9891,24
231,theorem,91.0,91.34,00:01:31.000,00:01:31.340,0.994,24
232,expands,91.34,91.78,00:01:31.340,00:01:31.780,0.9867,24
233,the,91.78,92.0,00:01:31.780,00:01:32.000,0.9979,24
234,verified,92.0,92.34,00:01:32.000,00:01:32.340,0.9855,24
235,boundary,92.34,92.82,00:01:32.340,00:01:32.820,0.996,24
236,What,93.58,93.7,00:01:33.580,00:01:33.700,0.9921,25
237,is,93.7,93.84,00:01:33.700,00:01:33.840,0.9964,25
238,proven,93.84,94.08,00:01:33.840,00:01:34.080,0.9977,25
239,today,94.08,94.46,00:01:34.080,00:01:34.460,0.9966,25
240,is,94.46,94.64,00:01:34.460,00:01:34.640,0.9913,25
241,the,94.64,94.78,00:01:34.640,00:01:34.780,0.9919,25
242,field,94.78,95.0,00:01:34.780,00:01:35.000,0.9805,25
243,for,95.0,95.18,00:01:35.000,00:01:35.180,0.9912,25
244,face-centered-cubic,95.18,95.94,00:01:35.180,00:01:35.940,0.9061,25
245,metals,95.94,96.32,00:01:35.940,00:01:36.320,0.9964,25
246,Extending,97.18,97.52,00:01:37.180,00:01:37.520,0.985,26
247,it,97.52,97.68,00:01:37.520,00:01:37.680,0.9968,26
248,to,97.68,97.82,00:01:37.680,00:01:37.820,0.9971,26
249,other,97.82,98.04,00:01:37.820,00:01:38.040,0.9973,26
250,crystal,98.04,98.3,00:01:38.040,00:01:38.300,0.9762,26
251,families,98.3,98.8,00:01:38.300,00:01:38.800,0.9972,26
252,and,98.8,99.22,00:01:38.800,00:01:39.220,0.8999,26
253,securing,99.22,99.56,00:01:39.220,00:01:39.560,0.9983,26
254,industrial,99.56,100.08,00:01:39.560,00:01:40.080,0.9947,26
255,validation,100.08,100.64,00:01:40.080,00:01:40.640,0.9974,26
256,is,100.64,101.06,00:01:40.640,00:01:41.060,0.906,26
257,still,101.06,101.3,00:01:41.060,00:01:41.300,0.999,26
258,work,101.3,101.5,00:01:41.300,00:01:41.500,0.9716,26
259,ahead,101.5,101.76,00:01:41.500,00:01:41.760,0.7478,26
260,That,102.46,102.62,00:01:42.460,00:01:42.620,0.9946,27
261,honesty,102.62,103.0,00:01:42.620,00:01:43.000,0.9963,27
262,is,103.0,103.24,00:01:43.000,00:01:43.240,0.9985,27
263,part,103.24,103.42,00:01:43.240,00:01:43.420,0.9926,27
264,of,103.42,103.56,00:01:43.420,00:01:43.560,0.9991,27
265,the,103.56,103.66,00:01:43.560,00:01:43.660,0.9969,27
266,moat,103.66,103.84,00:01:43.660,00:01:43.840,0.1999,27
267,So,104.48,104.7,00:01:44.480,00:01:44.700,0.9892,28
268,this,104.7,104.86,00:01:44.700,00:01:44.860,0.8524,28
269,is,104.86,105.0,00:01:44.860,00:01:45.000,0.9928,28
270,not,105.0,105.2,00:01:45.000,00:01:45.200,0.9968,28
271,a,105.2,105.34,00:01:45.200,00:01:45.340,0.9946,28
272,bet,105.34,105.44,00:01:45.340,00:01:45.440,0.9965,28
273,on,105.44,105.64,00:01:45.440,00:01:45.640,0.9962,28
274,one,105.64,105.82,00:01:45.640,00:01:45.820,0.9875,28
275,magic,105.82,106.12,00:01:45.820,00:01:46.120,0.9739,28
276,material,106.12,106.56,00:01:46.120,00:01:46.560,0.9974,28
277,It,107.18,107.4,00:01:47.180,00:01:47.400,0.9913,29
278,is,107.4,107.52,00:01:47.400,00:01:47.520,0.9924,29
279,a,107.52,107.64,00:01:47.520,00:01:47.640,0.9966,29
280,bet,107.64,107.76,00:01:47.640,00:01:47.760,0.9956,29
281,on,107.76,107.92,00:01:47.760,00:01:47.920,0.9962,29
282,the,107.92,108.04,00:01:47.920,00:01:48.040,0.9677,29
283,trust,108.04,108.22,00:01:48.040,00:01:48.220,0.7058,29
284,layer,108.22,108.54,00:01:48.220,00:01:48.540,0.9918,29
285,that,108.54,108.76,00:01:48.540,00:01:48.760,0.9929,29
286,makes,108.76,108.96,00:01:48.760,00:01:48.960,0.9977,29
287,discovery,108.96,109.36,00:01:48.960,00:01:49.360,0.9777,29
288,more,109.36,109.62,00:01:49.360,00:01:49.620,0.9974,29
289,capital-efficient,109.62,110.32,00:01:49.620,00:01:50.320,0.8826,29
290,fewer,110.32,110.84,00:01:50.320,00:01:50.840,0.8448,29
291,predictions,110.84,111.38,00:01:50.840,00:01:51.380,0.9903,29
292,better,111.72,111.9,00:01:51.720,00:01:51.900,0.7545,29
293,defended,111.9,112.26,00:01:51.900,00:01:52.260,0.9658,29
294,reaching,112.56,112.76,00:01:52.560,00:01:52.760,0.9865,29
295,the,112.76,112.98,00:01:52.760,00:01:52.980,0.9809,29
296,lab,112.98,113.2,00:01:52.980,00:01:53.200,0.9882,29
297,before,113.2,113.5,00:01:53.200,00:01:53.500,0.9937,29
298,the,113.5,113.64,00:01:53.500,00:01:53.640,0.9963,29
299,climate,113.64,113.86,00:01:53.640,00:01:53.860,0.2759,29
300,window,113.86,114.22,00:01:53.860,00:01:54.220,0.9487,29
301,closes,114.22,114.54,00:01:54.220,00:01:54.540,0.9979,29
